participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,leader1.1.player.id_in_group,leader1.1.player.role,leader1.1.player.payoff,leader1.1.player.treat,leader1.1.player.rol,leader1.1.player.galera,leader1.1.player.contribution,leader1.1.player.s1,leader1.1.group.id_in_subsession,leader1.1.group.total_contribution,leader1.1.group.individual_share,leader1.1.group.final,leader1.1.subsession.round_number,leader1.2.player.id_in_group,leader1.2.player.role,leader1.2.player.payoff,leader1.2.player.treat,leader1.2.player.rol,leader1.2.player.galera,leader1.2.player.contribution,leader1.2.player.s1,leader1.2.group.id_in_subsession,leader1.2.group.total_contribution,leader1.2.group.individual_share,leader1.2.group.final,leader1.2.subsession.round_number,leader1.3.player.id_in_group,leader1.3.player.role,leader1.3.player.payoff,leader1.3.player.treat,leader1.3.player.rol,leader1.3.player.galera,leader1.3.player.contribution,leader1.3.player.s1,leader1.3.group.id_in_subsession,leader1.3.group.total_contribution,leader1.3.group.individual_share,leader1.3.group.final,leader1.3.subsession.round_number,leader1.4.player.id_in_group,leader1.4.player.role,leader1.4.player.payoff,leader1.4.player.treat,leader1.4.player.rol,leader1.4.player.galera,leader1.4.player.contribution,leader1.4.player.s1,leader1.4.group.id_in_subsession,leader1.4.group.total_contribution,leader1.4.group.individual_share,leader1.4.group.final,leader1.4.subsession.round_number,leader1.5.player.id_in_group,leader1.5.player.role,leader1.5.player.payoff,leader1.5.player.treat,leader1.5.player.rol,leader1.5.player.galera,leader1.5.player.contribution,leader1.5.player.s1,leader1.5.group.id_in_subsession,leader1.5.group.total_contribution,leader1.5.group.individual_share,leader1.5.group.final,leader1.5.subsession.round_number,leader1.6.player.id_in_group,leader1.6.player.role,leader1.6.player.payoff,leader1.6.player.treat,leader1.6.player.rol,leader1.6.player.galera,leader1.6.player.contribution,leader1.6.player.s1,leader1.6.group.id_in_subsession,leader1.6.group.total_contribution,leader1.6.group.individual_share,leader1.6.group.final,leader1.6.subsession.round_number,leader1.7.player.id_in_group,leader1.7.player.role,leader1.7.player.payoff,leader1.7.player.treat,leader1.7.player.rol,leader1.7.player.galera,leader1.7.player.contribution,leader1.7.player.s1,leader1.7.group.id_in_subsession,leader1.7.group.total_contribution,leader1.7.group.individual_share,leader1.7.group.final,leader1.7.subsession.round_number,leader1.8.player.id_in_group,leader1.8.player.role,leader1.8.player.payoff,leader1.8.player.treat,leader1.8.player.rol,leader1.8.player.galera,leader1.8.player.contribution,leader1.8.player.s1,leader1.8.group.id_in_subsession,leader1.8.group.total_contribution,leader1.8.group.individual_share,leader1.8.group.final,leader1.8.subsession.round_number,leader1.9.player.id_in_group,leader1.9.player.role,leader1.9.player.payoff,leader1.9.player.treat,leader1.9.player.rol,leader1.9.player.galera,leader1.9.player.contribution,leader1.9.player.s1,leader1.9.group.id_in_subsession,leader1.9.group.total_contribution,leader1.9.group.individual_share,leader1.9.group.final,leader1.9.subsession.round_number,leader1.10.player.id_in_group,leader1.10.player.role,leader1.10.player.payoff,leader1.10.player.treat,leader1.10.player.rol,leader1.10.player.galera,leader1.10.player.contribution,leader1.10.player.s1,leader1.10.group.id_in_subsession,leader1.10.group.total_contribution,leader1.10.group.individual_share,leader1.10.group.final,leader1.10.subsession.round_number,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.crt1,survey.1.player.crt2,survey.1.player.crt3,survey.1.player.crt,survey.1.player.extraversion,survey.1.player.agreeableness,survey.1.player.conscientiousness,survey.1.player.neuroticism,survey.1.player.openness,survey.1.player.alt,survey.1.player.pr,survey.1.player.nr,survey.1.player.tr,survey.1.player.bf1,survey.1.player.bf2,survey.1.player.bf3,survey.1.player.bf4,survey.1.player.bf5,survey.1.player.bf6,survey.1.player.bf7,survey.1.player.bf8,survey.1.player.bf9,survey.1.player.bf10,survey.1.player.al1,survey.1.player.pr1,survey.1.player.nr1,survey.1.player.nr2,survey.1.player.nr3,survey.1.player.tr1,survey.1.player.pr2,survey.1.player.al2,survey.1.player.com1,survey.1.player.com2,survey.1.player.com3,survey.1.player.com4,survey.1.player.com5,survey.1.player.com,survey.1.player.che,survey.1.player.rul,survey.1.group.id_in_subsession,survey.1.subsession.round_number,svo.1.player.id_in_group,svo.1.player.role,svo.1.player.payoff,svo.1.player.q1,svo.1.player.q2,svo.1.player.q3,svo.1.player.q4,svo.1.player.q5,svo.1.player.q6,svo.1.player.svo,svo.1.player.svo_type,svo.1.group.id_in_subsession,svo.1.subsession.round_number,end.1.player.id_in_group,end.1.player.role,end.1.player.payoff,end.1.player.info,end.1.player.pay,end.1.player.gender,end.1.player.age,end.1.group.id_in_subsession,end.1.subsession.round_number,introleader1.1.player.id_in_group,introleader1.1.player.role,introleader1.1.player.payoff,introleader1.1.player.active,introleader1.1.player.tamanho,introleader1.1.player.confirm,introleader1.1.player.treat,introleader1.1.player.galera,introleader1.1.player.rol,introleader1.1.player.testloko,introleader1.1.player.q1,introleader1.1.player.q2,introleader1.1.player.q3,introleader1.1.player.q4,introleader1.1.player.q5,introleader1.1.player.q6,introleader1.1.player.q7,introleader1.1.group.id_in_subsession,introleader1.1.group.top_bid,introleader1.1.subsession.round_number
22,dak8dgtp,60a37b4e514b606e0a822a0c,0,60,60,end,end,2021-09-28 12:48:18.733757,1,,,6.0,l6j0z851,,,,,0,0.0,1.0,final1,1,,24.0,1,,"Group Member 1 and Group Member 2, and a Group Leader",4,24.0,9,16.0,8.0,24.0,1,1,,24.0,,,,3,23.5,9,13.0,6.5,19.5,2,1,,27.0,,,,5,27.0,9,24.0,12.0,36.0,3,1,,26.0,,,,4,25.5,9,19.0,9.5,28.5,4,1,,23.0,,,,6,23.0,9,18.0,9.0,27.0,5,1,,23.0,,,,7,22.5,9,19.0,9.5,28.5,6,1,,25.0,,,,4,25.0,9,18.0,9.0,27.0,7,1,,22.0,,,,5,22.0,9,14.0,7.0,21.0,8,1,,24.0,,,,3,24.0,9,14.0,7.0,21.0,9,1,,22.0,,,,5,22.0,9,14.0,7.0,21.0,10,22,,0.0,5,1,47,1.0,3.5,3.0,3.5,3.0,3.0,2.5,3.071428571428571,3.3333333333333335,3.0,3,3,2,4,5,4,3,3,4,5,4,4,3,4,3,3,3,200,5,4,3,3,4,3.8,50.0,32.0,1,1,22,,0.0,6,7,7,3,7,4,2.0,Prosocial,1,1,22,,0.0,60a37b4e514b606e0a822a0c,5.62,Male,31,1,1,,,,,,,,,,,,,,,,,,,,
23,knucgo6g,60e43d16eb3536f1618652fb,0,60,60,end,end,2021-09-28 12:48:19.040772,1,,,6.0,l6j0z851,,,,,0,0.0,1.0,final1,2,,23.0,1,Group Member 2,"Group Member 1 and Group Member 2, and a Group Leader",5,23.0,9,16.0,8.0,24.0,1,2,,22.0,,,,5,21.5,9,13.0,6.5,19.5,2,2,,24.0,,,,8,24.0,9,24.0,12.0,36.0,3,2,,20.0,,,,10,19.5,9,19.0,9.5,28.5,4,2,,24.0,,,,5,24.0,9,18.0,9.0,27.0,5,2,,23.0,,,,7,22.5,9,19.0,9.5,28.5,6,2,,22.0,,,,7,22.0,9,18.0,9.0,27.0,7,2,,25.0,,,,2,25.0,9,14.0,7.0,21.0,8,2,,21.0,,,,6,21.0,9,14.0,7.0,21.0,9,2,,23.0,,,,4,23.0,9,14.0,7.0,21.0,10,23,,0.0,10,50,47,2.0,2.0,3.5,3.5,3.5,3.0,2.375,2.857142857142857,1.6666666666666667,3.0,4,5,4,3,5,2,4,5,4,5,4,5,2,1,2,3,1,150,4,5,2,5,2,3.6,50.0,50.0,1,1,23,,0.0,1,9,9,7,5,5,2.0,Prosocial,1,1,23,,0.0,60e43d16eb3536f1618652fb,5.54,Male,35,1,1,,,,,,,,,,,,,,,,,,,,
24,m6ljfmqu,61445c984906c1189b057dea,0,60,60,end,end,2021-09-28 12:48:21.994537,1,,,5.0,l6j0z851,,,,,0,0.0,1.0,final1,3,,21.0,1,Group Leader,"Group Member 1 and Group Member 2, and a Group Leader",7,21.0,9,16.0,8.0,24.0,1,3,,22.0,,,,5,21.5,9,13.0,6.5,19.5,2,3,,21.0,,,,11,21.0,9,24.0,12.0,36.0,3,3,,25.0,,,,5,24.5,9,19.0,9.5,28.5,4,3,,22.0,,,,7,22.0,9,18.0,9.0,27.0,5,3,,25.0,,,,5,24.5,9,19.0,9.5,28.5,6,3,,22.0,,,,7,22.0,9,18.0,9.0,27.0,7,3,,20.0,,,,7,20.0,9,14.0,7.0,21.0,8,3,,22.0,,,,5,22.0,9,14.0,7.0,21.0,9,3,,22.0,,,,5,22.0,9,14.0,7.0,21.0,10,24,,0.0,10,100,24,3.0,3.0,3.5,3.0,2.0,4.0,2.025,3.928571428571429,3.6666666666666665,3.0,4,4,4,4,2,4,3,4,2,4,4,5,4,4,3,3,4,10,5,3,4,4,2,3.6,50.0,46.0,1,1,24,,0.0,6,9,9,1,1,9,2.0,Prosocial,1,1,24,,0.0,61445c984906c1189b057dea,5.4,Female,23,1,1,,,,,,,,,,,,,,,,,,,,
25,bw6918if,,0,1,60,leader1,formation,2021-09-28 12:55:57.667546,1,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,25,,0.0,,,,,,1,,,,1,25,,0.0,,,,,,1,,,,2,25,,0.0,,,,,,1,,,,3,25,,0.0,,,,,,1,,,,4,25,,0.0,,,,,,1,,,,5,25,,0.0,,,,,,1,,,,6,25,,0.0,,,,,,1,,,,7,25,,0.0,,,,,,1,,,,8,25,,0.0,,,,,,1,,,,9,25,,0.0,,,,,,1,,,,10,25,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,25,,0.0,,,,,,,,,1,1,25,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
26,36ygjby1,5ef4860d22eb1d04bbcd9586,0,1,60,leader1,formation,2021-09-28 13:04:21.320240,1,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,26,,0.0,,,,,,1,,,,1,26,,0.0,,,,,,1,,,,2,26,,0.0,,,,,,1,,,,3,26,,0.0,,,,,,1,,,,4,26,,0.0,,,,,,1,,,,5,26,,0.0,,,,,,1,,,,6,26,,0.0,,,,,,1,,,,7,26,,0.0,,,,,,1,,,,8,26,,0.0,,,,,,1,,,,9,26,,0.0,,,,,,1,,,,10,26,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,26,,0.0,,,,,,,,,1,1,26,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
27,p2e6vjbj,60b8b5dcb46db8ae98d0b047,0,1,60,leader1,formation,2021-09-28 13:16:22.122865,1,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,27,,0.0,,,,,,1,,,,1,27,,0.0,,,,,,1,,,,2,27,,0.0,,,,,,1,,,,3,27,,0.0,,,,,,1,,,,4,27,,0.0,,,,,,1,,,,5,27,,0.0,,,,,,1,,,,6,27,,0.0,,,,,,1,,,,7,27,,0.0,,,,,,1,,,,8,27,,0.0,,,,,,1,,,,9,27,,0.0,,,,,,1,,,,10,27,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,27,,0.0,,,,,,,,,1,1,27,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
28,6ac9adb7,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,28,,0.0,,,,,,1,,,,1,28,,0.0,,,,,,1,,,,2,28,,0.0,,,,,,1,,,,3,28,,0.0,,,,,,1,,,,4,28,,0.0,,,,,,1,,,,5,28,,0.0,,,,,,1,,,,6,28,,0.0,,,,,,1,,,,7,28,,0.0,,,,,,1,,,,8,28,,0.0,,,,,,1,,,,9,28,,0.0,,,,,,1,,,,10,28,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28,,0.0,,,,,,,,,1,1,28,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
29,txawdw0i,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,29,,0.0,,,,,,1,,,,1,29,,0.0,,,,,,1,,,,2,29,,0.0,,,,,,1,,,,3,29,,0.0,,,,,,1,,,,4,29,,0.0,,,,,,1,,,,5,29,,0.0,,,,,,1,,,,6,29,,0.0,,,,,,1,,,,7,29,,0.0,,,,,,1,,,,8,29,,0.0,,,,,,1,,,,9,29,,0.0,,,,,,1,,,,10,29,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,29,,0.0,,,,,,,,,1,1,29,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
30,vhpnfdej,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,30,,0.0,,,,,,1,,,,1,30,,0.0,,,,,,1,,,,2,30,,0.0,,,,,,1,,,,3,30,,0.0,,,,,,1,,,,4,30,,0.0,,,,,,1,,,,5,30,,0.0,,,,,,1,,,,6,30,,0.0,,,,,,1,,,,7,30,,0.0,,,,,,1,,,,8,30,,0.0,,,,,,1,,,,9,30,,0.0,,,,,,1,,,,10,30,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,,0.0,,,,,,,,,1,1,30,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
31,rjth5lyu,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,31,,0.0,,,,,,1,,,,1,31,,0.0,,,,,,1,,,,2,31,,0.0,,,,,,1,,,,3,31,,0.0,,,,,,1,,,,4,31,,0.0,,,,,,1,,,,5,31,,0.0,,,,,,1,,,,6,31,,0.0,,,,,,1,,,,7,31,,0.0,,,,,,1,,,,8,31,,0.0,,,,,,1,,,,9,31,,0.0,,,,,,1,,,,10,31,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,,0.0,,,,,,,,,1,1,31,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
32,lef8t53d,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,32,,0.0,,,,,,1,,,,1,32,,0.0,,,,,,1,,,,2,32,,0.0,,,,,,1,,,,3,32,,0.0,,,,,,1,,,,4,32,,0.0,,,,,,1,,,,5,32,,0.0,,,,,,1,,,,6,32,,0.0,,,,,,1,,,,7,32,,0.0,,,,,,1,,,,8,32,,0.0,,,,,,1,,,,9,32,,0.0,,,,,,1,,,,10,32,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32,,0.0,,,,,,,,,1,1,32,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
33,mu07j5qd,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,33,,0.0,,,,,,1,,,,1,33,,0.0,,,,,,1,,,,2,33,,0.0,,,,,,1,,,,3,33,,0.0,,,,,,1,,,,4,33,,0.0,,,,,,1,,,,5,33,,0.0,,,,,,1,,,,6,33,,0.0,,,,,,1,,,,7,33,,0.0,,,,,,1,,,,8,33,,0.0,,,,,,1,,,,9,33,,0.0,,,,,,1,,,,10,33,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,33,,0.0,,,,,,,,,1,1,33,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
34,w2zob0hj,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,34,,0.0,,,,,,1,,,,1,34,,0.0,,,,,,1,,,,2,34,,0.0,,,,,,1,,,,3,34,,0.0,,,,,,1,,,,4,34,,0.0,,,,,,1,,,,5,34,,0.0,,,,,,1,,,,6,34,,0.0,,,,,,1,,,,7,34,,0.0,,,,,,1,,,,8,34,,0.0,,,,,,1,,,,9,34,,0.0,,,,,,1,,,,10,34,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,34,,0.0,,,,,,,,,1,1,34,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
35,25k9c5yk,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,35,,0.0,,,,,,1,,,,1,35,,0.0,,,,,,1,,,,2,35,,0.0,,,,,,1,,,,3,35,,0.0,,,,,,1,,,,4,35,,0.0,,,,,,1,,,,5,35,,0.0,,,,,,1,,,,6,35,,0.0,,,,,,1,,,,7,35,,0.0,,,,,,1,,,,8,35,,0.0,,,,,,1,,,,9,35,,0.0,,,,,,1,,,,10,35,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0.0,,,,,,,,,1,1,35,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
36,bdd7ohz9,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,36,,0.0,,,,,,1,,,,1,36,,0.0,,,,,,1,,,,2,36,,0.0,,,,,,1,,,,3,36,,0.0,,,,,,1,,,,4,36,,0.0,,,,,,1,,,,5,36,,0.0,,,,,,1,,,,6,36,,0.0,,,,,,1,,,,7,36,,0.0,,,,,,1,,,,8,36,,0.0,,,,,,1,,,,9,36,,0.0,,,,,,1,,,,10,36,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,36,,0.0,,,,,,,,,1,1,36,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
37,cis4nojc,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,37,,0.0,,,,,,1,,,,1,37,,0.0,,,,,,1,,,,2,37,,0.0,,,,,,1,,,,3,37,,0.0,,,,,,1,,,,4,37,,0.0,,,,,,1,,,,5,37,,0.0,,,,,,1,,,,6,37,,0.0,,,,,,1,,,,7,37,,0.0,,,,,,1,,,,8,37,,0.0,,,,,,1,,,,9,37,,0.0,,,,,,1,,,,10,37,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,37,,0.0,,,,,,,,,1,1,37,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
38,f2fwk3ki,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,38,,0.0,,,,,,1,,,,1,38,,0.0,,,,,,1,,,,2,38,,0.0,,,,,,1,,,,3,38,,0.0,,,,,,1,,,,4,38,,0.0,,,,,,1,,,,5,38,,0.0,,,,,,1,,,,6,38,,0.0,,,,,,1,,,,7,38,,0.0,,,,,,1,,,,8,38,,0.0,,,,,,1,,,,9,38,,0.0,,,,,,1,,,,10,38,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,38,,0.0,,,,,,,,,1,1,38,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
39,gupar05v,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,39,,0.0,,,,,,1,,,,1,39,,0.0,,,,,,1,,,,2,39,,0.0,,,,,,1,,,,3,39,,0.0,,,,,,1,,,,4,39,,0.0,,,,,,1,,,,5,39,,0.0,,,,,,1,,,,6,39,,0.0,,,,,,1,,,,7,39,,0.0,,,,,,1,,,,8,39,,0.0,,,,,,1,,,,9,39,,0.0,,,,,,1,,,,10,39,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,39,,0.0,,,,,,,,,1,1,39,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
40,5vvgc8b1,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,40,,0.0,,,,,,1,,,,1,40,,0.0,,,,,,1,,,,2,40,,0.0,,,,,,1,,,,3,40,,0.0,,,,,,1,,,,4,40,,0.0,,,,,,1,,,,5,40,,0.0,,,,,,1,,,,6,40,,0.0,,,,,,1,,,,7,40,,0.0,,,,,,1,,,,8,40,,0.0,,,,,,1,,,,9,40,,0.0,,,,,,1,,,,10,40,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,40,,0.0,,,,,,,,,1,1,40,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
41,ksjfukr0,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,41,,0.0,,,,,,1,,,,1,41,,0.0,,,,,,1,,,,2,41,,0.0,,,,,,1,,,,3,41,,0.0,,,,,,1,,,,4,41,,0.0,,,,,,1,,,,5,41,,0.0,,,,,,1,,,,6,41,,0.0,,,,,,1,,,,7,41,,0.0,,,,,,1,,,,8,41,,0.0,,,,,,1,,,,9,41,,0.0,,,,,,1,,,,10,41,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41,,0.0,,,,,,,,,1,1,41,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
42,6tftkfx5,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,42,,0.0,,,,,,1,,,,1,42,,0.0,,,,,,1,,,,2,42,,0.0,,,,,,1,,,,3,42,,0.0,,,,,,1,,,,4,42,,0.0,,,,,,1,,,,5,42,,0.0,,,,,,1,,,,6,42,,0.0,,,,,,1,,,,7,42,,0.0,,,,,,1,,,,8,42,,0.0,,,,,,1,,,,9,42,,0.0,,,,,,1,,,,10,42,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42,,0.0,,,,,,,,,1,1,42,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
43,86y0t1fx,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,43,,0.0,,,,,,1,,,,1,43,,0.0,,,,,,1,,,,2,43,,0.0,,,,,,1,,,,3,43,,0.0,,,,,,1,,,,4,43,,0.0,,,,,,1,,,,5,43,,0.0,,,,,,1,,,,6,43,,0.0,,,,,,1,,,,7,43,,0.0,,,,,,1,,,,8,43,,0.0,,,,,,1,,,,9,43,,0.0,,,,,,1,,,,10,43,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,43,,0.0,,,,,,,,,1,1,43,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
44,gc479mrq,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,44,,0.0,,,,,,1,,,,1,44,,0.0,,,,,,1,,,,2,44,,0.0,,,,,,1,,,,3,44,,0.0,,,,,,1,,,,4,44,,0.0,,,,,,1,,,,5,44,,0.0,,,,,,1,,,,6,44,,0.0,,,,,,1,,,,7,44,,0.0,,,,,,1,,,,8,44,,0.0,,,,,,1,,,,9,44,,0.0,,,,,,1,,,,10,44,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,44,,0.0,,,,,,,,,1,1,44,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
45,26chdsv4,,0,0,60,,,,0,,,0.0,l6j0z851,,,,,0,0.0,1.0,final1,45,,0.0,,,,,,1,,,,1,45,,0.0,,,,,,1,,,,2,45,,0.0,,,,,,1,,,,3,45,,0.0,,,,,,1,,,,4,45,,0.0,,,,,,1,,,,5,45,,0.0,,,,,,1,,,,6,45,,0.0,,,,,,1,,,,7,45,,0.0,,,,,,1,,,,8,45,,0.0,,,,,,1,,,,9,45,,0.0,,,,,,1,,,,10,45,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,45,,0.0,,,,,,,,,1,1,45,,0.0,,,,,1,1,,,,,,,,,,,,,,,,,,,,
